,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
474,Kahului,US,20.8947,-156.47,78.96,78,32,8.99,scattered clouds
475,Shenjiamen,CN,29.9576,122.298,42.82,57,88,7.85,overcast clouds
476,Chara,RU,56.9064,118.2631,-10.17,88,2,1.21,clear sky
477,Nara,JP,34.6851,135.8049,42.04,62,51,13.2,broken clouds
478,College Place,US,46.0493,-118.3883,46.38,80,64,4.0,broken clouds
479,Yashan,CN,22.1975,109.9419,61.81,67,100,7.2,overcast clouds
480,Macusani,PE,-14.0833,-70.4333,36.99,96,100,2.21,overcast clouds
481,Paramonga,PE,-10.6667,-77.8333,70.47,83,55,7.2,broken clouds
482,Ljungby,SE,56.8332,13.9408,38.37,95,100,15.17,light rain
483,Harstad,NO,68.799,16.5293,33.3,100,83,1.99,light snow
484,Healesville,AU,-37.65,145.5167,84.9,45,2,5.99,clear sky
485,Concarneau,FR,47.875,-3.9225,52.57,84,99,19.35,overcast clouds
486,Beyneu,KZ,45.3167,55.2,29.1,83,100,20.29,overcast clouds
487,Hovd,MN,48.0056,91.6419,-9.56,78,12,1.48,few clouds
488,Nizhneangarsk,RU,55.7833,109.55,6.75,91,100,2.51,overcast clouds
489,Wajir,KE,1.7471,40.0573,73.27,81,36,12.1,scattered clouds
490,Qarayeri,AZ,40.7886,46.3066,29.28,43,20,9.22,few clouds
491,Kuala Terengganu,MY,5.3302,103.1408,82.35,78,40,9.22,scattered clouds
492,Alofi,NU,-19.0595,-169.9187,73.29,94,100,3.44,overcast clouds
493,Santona,ES,43.4439,-3.4576,42.08,80,4,4.36,clear sky
494,Vostok,RU,46.4856,135.8833,1.44,85,100,5.26,overcast clouds
495,Entre Rios,BR,-11.9419,-38.0844,71.89,91,90,2.44,overcast clouds
496,Bom Jesus Do Itabapoana,BR,-21.1339,-41.6797,73.38,95,93,3.89,overcast clouds
497,Pachino,IT,36.7186,15.0907,55.6,80,100,4.18,overcast clouds
498,Tuatapere,NZ,-46.1333,167.6833,58.82,48,33,7.47,scattered clouds
499,Maromitsa,RU,59.8683,48.0123,10.54,98,100,5.37,overcast clouds
500,Labuhan,ID,-6.8844,112.2051,83.8,74,78,11.07,broken clouds
501,Bronnoysund,NO,65.4625,12.1997,33.8,75,100,12.66,snow
502,Karasjok,NO,69.4719,25.5112,26.71,92,100,16.84,light snow
503,Pocone,BR,-16.2567,-56.6228,76.5,83,24,3.04,few clouds
504,Daru,PG,-9.0763,143.2092,89.78,58,75,7.4,broken clouds
505,Vestmannaeyjar,IS,63.4427,-20.2734,27.27,76,93,22.01,overcast clouds
506,Pekan,MY,3.4836,103.3996,82.51,84,100,10.36,overcast clouds
507,Sangar,RU,63.9242,127.4739,-28.53,95,100,4.14,overcast clouds
508,Burnie,AU,-41.0667,145.9167,67.95,57,21,10.47,few clouds
509,Sterling,US,39.0062,-77.4286,27.21,64,0,1.01,clear sky
510,Inirida,CO,3.8653,-67.9239,73.78,94,74,2.64,broken clouds
511,Sheridan,US,44.8333,-106.9173,34.18,84,75,4.0,broken clouds
512,Kragujevac,RS,44.0167,20.9167,34.09,95,23,3.51,few clouds
513,Olafsvik,IS,64.8945,-23.7142,29.95,70,100,30.89,overcast clouds
514,Hay River,CA,60.8156,-115.7999,-11.24,76,40,2.3,scattered clouds
515,Sirathu,IN,25.65,81.3167,54.18,69,0,3.62,clear sky
516,Kodiak,US,57.79,-152.4072,40.51,81,100,19.57,moderate rain
517,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,63.55,92,42,8.57,scattered clouds
518,Tabou,CI,4.423,-7.3528,77.9,88,35,4.94,moderate rain
519,Bad Krozingen,DE,47.9167,7.7,42.44,78,58,8.01,broken clouds
520,Ketchikan,US,55.3422,-131.6461,38.59,96,100,18.59,moderate rain
521,Eldorado,BR,-23.7869,-54.2836,72.09,95,100,2.39,light rain
522,Winburg,ZA,-28.518,27.0093,58.44,85,31,12.73,scattered clouds
523,Mount Gambier,AU,-37.8333,140.7667,84.11,23,75,5.75,broken clouds
524,Auch,FR,43.65,0.5833,39.25,86,4,1.01,clear sky
525,Suntar,RU,62.1444,117.6319,4.77,94,97,5.21,overcast clouds
526,Sola,VU,-13.8833,167.55,82.26,80,99,19.95,light rain
527,Madimba,TZ,-10.4,40.3333,75.4,86,100,9.86,light rain
528,Iguape,BR,-24.7081,-47.5553,77.05,89,100,8.08,moderate rain
529,Aykhal,RU,66.0,111.5,-7.91,99,99,2.62,overcast clouds
530,Korla,CN,41.7597,86.1469,24.3,41,97,11.21,overcast clouds
531,Lososina,RU,48.9975,140.3106,14.81,63,100,12.93,overcast clouds
532,Pokosnoye,RU,55.5258,101.0536,19.76,90,100,11.1,overcast clouds
533,Petrolina,BR,-9.3986,-40.5008,77.05,83,20,1.14,light rain
534,San Roque,ES,36.2107,-5.3842,50.81,87,8,15.17,clear sky
535,Konya,TR,38.1667,32.5,20.35,70,9,1.68,clear sky
536,Shimoda,JP,34.6667,138.95,46.11,44,2,24.92,clear sky
537,Kiruna,SE,67.8557,20.2251,23.92,93,100,19.57,overcast clouds
538,Mersing,MY,2.4312,103.8405,82.31,78,40,13.8,scattered clouds
539,Pokhara,NP,28.2333,83.9833,51.03,58,2,1.7,clear sky
540,Wufeng,CN,27.45,104.8333,29.59,98,100,3.98,light snow
541,Iranshahr,IR,27.2025,60.6848,57.54,38,0,0.0,clear sky
542,Polovinnoye,RU,54.7914,65.9864,8.15,86,100,6.44,overcast clouds
543,Kalamare,BW,-22.9337,26.5703,62.94,82,34,12.86,scattered clouds
544,Jhang,PK,33.6748,72.6963,50.61,50,81,3.29,broken clouds
545,Morehead,US,37.2711,-87.1764,20.95,93,0,0.0,clear sky
546,San Juan,AR,-31.5375,-68.5364,66.96,46,98,5.08,overcast clouds
547,Kalach-Na-Donu,RU,48.691,43.5264,16.92,92,12,6.89,few clouds
548,Soligalich,RU,59.0778,42.2864,1.99,100,97,3.04,overcast clouds
549,Tual,ID,-5.6667,132.75,83.39,74,83,9.24,broken clouds
550,Rudbar,AF,30.15,62.6,53.85,39,5,9.93,clear sky
551,Waingapu,ID,-9.6567,120.2641,86.14,66,78,11.45,broken clouds
552,Sainte-Marie,RE,-20.8968,55.5496,78.96,89,75,16.11,light intensity drizzle rain
553,Kuryk,KZ,43.2,51.65,34.12,77,98,10.98,overcast clouds
554,Dieppe,FR,49.75,1.1667,47.19,88,100,3.0,overcast clouds
555,Vao,NC,-22.6667,167.4833,80.83,84,22,10.89,few clouds
556,Porto Santo,PT,33.072,-16.3415,65.3,82,40,26.46,scattered clouds
557,Itoman,JP,26.1247,127.6694,62.62,48,75,18.41,broken clouds
558,Berdigestyakh,RU,62.0989,126.6992,-8.95,96,97,2.08,overcast clouds
559,Scituate,US,42.1959,-70.7259,21.51,57,0,7.0,clear sky
560,Bay Roberts,CA,47.5999,-53.2648,45.52,93,100,5.01,moderate rain
561,Laramie,US,41.3114,-105.5911,27.91,67,18,4.0,few clouds
562,Imeni Poliny Osipenko,RU,52.4201,136.4853,6.89,83,100,7.78,overcast clouds
563,Prince Rupert,CA,54.3161,-130.3201,46.49,46,100,21.85,overcast clouds
564,Raga,SS,8.4596,25.678,65.25,19,100,7.16,overcast clouds
565,Kedrovyy,RU,56.1667,91.8167,21.87,85,100,5.28,overcast clouds
566,Shirokiy,RU,49.758,129.523,-0.89,86,60,5.14,broken clouds
567,Yomou,GN,7.5603,-9.2653,65.71,84,5,1.48,clear sky
568,Nantucket,US,41.2835,-70.0995,24.1,68,13,24.56,few clouds
569,Alzamay,RU,55.5562,98.6644,22.23,78,100,9.35,overcast clouds
570,Artyom,AZ,40.4723,50.333,35.74,61,85,12.24,overcast clouds
571,Ambanja,MG,-13.6833,48.45,70.99,90,80,3.67,broken clouds
572,Lae,PG,-6.7221,146.9847,92.07,58,100,5.23,overcast clouds
573,Norman Wells,CA,65.282,-126.8329,-20.16,69,20,4.61,few clouds
574,Tromso,NO,69.6496,18.957,35.62,60,40,28.77,scattered clouds
575,Verkhnyaya Inta,RU,65.9811,60.3094,-9.76,92,65,2.71,broken clouds
576,Cuiluan,CN,47.72,128.648,6.08,81,99,8.34,overcast clouds
577,Miraflores,MX,19.2167,-98.8083,59.86,69,74,3.94,broken clouds
578,Guarapari,BR,-20.6667,-40.4975,76.89,90,7,10.42,clear sky
579,Tshikapa,CD,-6.4167,20.8,68.32,97,61,1.25,light rain
580,Gambela,ET,8.25,34.5833,74.52,33,22,0.74,few clouds
581,Belmonte,BR,-15.8631,-38.8828,73.9,85,23,6.35,few clouds
582,Nouadhibou,MR,20.931,-17.0347,64.38,94,0,14.97,clear sky
583,Qiongshan,CN,20.0058,110.3542,67.98,77,40,15.66,scattered clouds
584,Sechura,PE,-5.5569,-80.8222,70.99,80,21,7.54,few clouds
585,Veraval,IN,20.9,70.3667,65.03,74,2,5.88,clear sky
586,Lyubech,UA,51.7026,30.6569,33.06,95,100,13.71,light snow
587,Oyo,NG,7.85,3.9333,72.66,21,0,3.98,clear sky
588,Borgarnes,IS,64.5383,-21.9206,32.05,91,98,15.95,overcast clouds
589,Nicolas Bravo,MX,18.45,-88.9167,67.3,99,38,5.48,scattered clouds
590,Bulawayo,ZW,-20.15,28.5833,60.55,90,96,14.52,overcast clouds
591,Okmulgee,US,35.6234,-95.9605,41.72,55,0,8.61,clear sky
592,Sabang,ID,5.8933,95.3214,82.02,74,87,13.96,overcast clouds
593,Ahuimanu,US,21.4447,-157.8378,78.78,77,26,5.01,scattered clouds
594,Wilmington,US,34.2257,-77.9447,38.86,50,1,9.62,clear sky
595,Ivnya,RU,51.0629,36.1343,26.29,96,100,10.4,light snow
596,Tanout,NE,14.9709,8.8879,55.51,17,0,13.15,clear sky
597,Vredendal,ZA,-31.6683,18.5012,71.89,47,43,0.63,scattered clouds
598,Bushehr,IR,28.9684,50.8385,58.98,57,0,16.24,clear sky
599,Dunedin,NZ,-45.8742,170.5036,57.79,61,85,8.01,overcast clouds
600,Palestine,PS,31.9216,35.2033,43.93,96,64,8.9,broken clouds
601,San Luis,AR,-33.295,-66.3356,57.51,58,0,4.79,clear sky
602,Chimbote,PE,-9.0853,-78.5783,69.73,85,29,8.14,scattered clouds
603,Mahebourg,MU,-20.4081,57.7,80.26,80,100,15.55,overcast clouds
604,Mattru,SL,7.6244,-11.8332,71.11,95,66,0.54,broken clouds
605,Sibolga,ID,1.7427,98.7792,80.11,80,100,2.51,overcast clouds
606,Minab,IR,27.1467,57.0801,60.3,79,13,9.22,few clouds
607,Kurtamysh,RU,54.9103,64.4319,12.45,89,100,6.58,overcast clouds
608,Kununurra,AU,-15.7667,128.7333,85.98,74,100,11.5,overcast clouds
609,Santa Quiteria Do Maranhao,BR,-3.5156,-42.5467,73.0,98,100,1.52,moderate rain
610,Pangai,TO,-19.8,-174.35,77.2,87,100,24.63,moderate rain
611,Idenao,CM,4.2475,9.0047,77.22,86,89,1.99,overcast clouds
612,Santa Rosalia,MX,27.3167,-112.2833,56.03,59,0,5.82,clear sky
613,Namatanai,PG,-3.6667,152.4333,86.41,63,59,11.59,broken clouds
614,Ouadda,CF,8.0777,22.4007,68.47,18,100,8.23,overcast clouds
615,Koshki,RU,54.2091,50.4677,17.15,98,99,1.12,overcast clouds
616,Price,US,39.5994,-110.8107,31.12,66,18,8.48,few clouds
617,Matara,LK,5.9485,80.5353,77.86,72,24,8.5,few clouds
618,Sukhobezvodnoye,RU,57.0491,44.8891,-0.4,100,99,2.77,overcast clouds
619,Antofagasta,CL,-23.65,-70.4,66.56,77,25,3.15,scattered clouds
620,Riyadh,SA,24.6877,46.7219,48.34,39,0,8.72,clear sky
621,Creel,MX,27.75,-107.6333,35.47,62,0,3.69,clear sky
622,Palmer,US,42.1584,-72.3287,16.86,92,7,3.29,clear sky
623,Dharampur,IN,20.5333,73.1833,67.55,32,7,2.93,clear sky
624,Taywarah,AF,33.35,64.4167,18.28,92,61,2.04,broken clouds
625,Portel,BR,-1.9356,-50.8211,73.89,97,100,3.22,moderate rain
626,Laguna,US,38.421,-121.4238,57.7,65,1,0.0,clear sky
627,Awbari,LY,26.5921,12.7805,49.8,35,22,8.21,few clouds
628,Noumea,NC,-22.2763,166.4572,87.78,80,59,9.57,moderate rain
629,Chiredzi,ZW,-21.05,31.6667,68.16,93,79,6.91,light rain
630,Alto Araguaia,BR,-17.3147,-53.2153,70.48,90,95,2.1,overcast clouds
631,Canton,CN,23.1167,113.25,59.0,54,100,5.75,light rain
632,Petawawa,CA,45.9001,-77.3328,-0.22,80,97,1.77,overcast clouds
633,Whitehorse,CA,60.7161,-135.0538,28.02,93,100,13.0,light snow
634,Miyako,JP,39.6367,141.9525,33.82,37,77,11.03,broken clouds
635,Avera,US,33.194,-82.5271,41.72,47,0,10.67,clear sky
636,Saint-Georges,GD,12.0564,-61.7485,76.68,83,20,5.75,few clouds
637,Neustrelitz,DE,53.3667,13.0833,39.0,96,100,19.39,light rain
638,Nefteyugansk,RU,61.0998,72.6035,14.25,95,100,11.27,overcast clouds
639,Itupiranga,BR,-5.1347,-49.3267,72.23,98,99,1.01,overcast clouds
640,Carbondale,US,37.7273,-89.2168,22.89,75,0,5.75,clear sky
641,Changde,CN,29.0464,111.6783,36.25,93,100,11.81,overcast clouds
642,Amberley,US,39.2048,-84.428,18.68,87,0,1.01,clear sky
643,Megion,RU,61.0296,76.1136,15.82,95,100,9.15,overcast clouds
644,Bolobo,CD,-2.1667,16.2333,73.51,85,87,1.92,light rain
645,Kyshtovka,RU,56.555,76.6271,7.38,89,100,6.42,overcast clouds
646,Monrovia,LR,6.3005,-10.7969,78.91,84,9,4.16,light rain
647,Nanakuli,US,21.3906,-158.1547,80.04,70,33,4.21,scattered clouds
648,Puerto Madryn,AR,-42.7692,-65.0385,61.29,50,72,10.87,broken clouds
649,Nuuk,GL,64.1835,-51.7216,7.41,85,100,6.91,light snow
650,Rabat,MA,33.9911,-6.8401,53.04,93,40,0.0,scattered clouds
651,Llangefni,GB,53.2556,-4.3106,50.77,93,100,24.16,heavy intensity rain
652,Mezen,RU,65.8522,44.24,5.04,90,93,10.71,overcast clouds
653,Soyo,AO,-6.1349,12.3689,77.49,85,99,3.78,overcast clouds
654,Xudat,AZ,41.631,48.681,33.71,65,89,2.21,overcast clouds
655,Joshimath,IN,30.5667,79.5667,45.64,43,22,3.94,few clouds
656,Nipawin,CA,53.3668,-104.0009,-8.99,100,86,2.77,overcast clouds
657,Ghorawal,IN,24.7667,82.7833,55.56,54,0,4.99,clear sky
658,Neya,RU,58.2972,43.8681,3.61,100,99,1.5,overcast clouds
659,Evensk,RU,61.95,159.2333,16.43,49,34,16.67,scattered clouds
660,Ileza,RU,61.0533,43.9002,8.2,96,100,4.45,overcast clouds
661,Fukue,JP,32.6881,128.8419,42.28,56,100,21.56,overcast clouds
662,Balabac,PH,7.9868,117.0645,81.5,80,60,23.04,broken clouds
663,Kloulklubed,PW,7.0419,134.2556,84.7,78,52,21.88,broken clouds
664,Isernia,IT,41.6002,14.2382,44.42,85,72,4.36,broken clouds
665,Sao Sebastiao,BR,-23.76,-45.4097,76.84,90,92,5.44,overcast clouds
666,Novobohdanivka,UA,47.0819,35.3272,32.2,99,100,7.54,snow
667,Funtua,NG,11.5233,7.3081,57.72,28,0,13.58,clear sky
668,Srandakan,ID,-7.9386,110.2506,71.73,63,55,4.34,broken clouds
669,Port Hedland,AU,-20.3167,118.5667,93.25,55,40,14.97,scattered clouds
670,Stornoway,GB,58.2093,-6.3865,35.56,88,75,4.0,broken clouds
671,Aberdeen,GB,57.1437,-2.0981,36.09,74,67,9.22,broken clouds
672,Chimore,BO,-16.9833,-65.1333,71.87,100,100,2.06,heavy intensity rain
673,Waipawa,NZ,-41.4122,175.5153,54.45,92,100,14.52,light rain
674,Mildura,AU,-34.2,142.15,88.07,30,61,15.79,broken clouds
675,Acapulco,MX,16.8634,-99.8901,76.44,66,0,7.09,clear sky
676,Srednekolymsk,RU,67.45,153.6833,-26.66,95,20,1.86,few clouds
677,Peleduy,RU,59.6289,112.7406,12.22,94,100,6.33,light snow
678,Tabuk,PH,17.4189,121.4443,69.82,92,100,1.83,overcast clouds
679,Sorland,NO,67.667,12.6934,37.22,80,76,23.22,broken clouds
680,Penha,BR,-26.7694,-48.6458,77.16,94,0,2.3,moderate rain
681,Agua Verde,MX,22.9,-106.05,67.44,74,97,7.78,overcast clouds
682,Mazara Del Vallo,IT,37.6641,12.588,53.92,86,100,10.22,overcast clouds
683,Baiyin,CN,36.5583,104.2081,15.46,84,100,4.56,overcast clouds
684,Omboue,GA,-1.5746,9.2618,76.03,87,2,5.26,clear sky
685,Isagarh,IN,24.8333,77.8833,54.77,52,0,4.61,clear sky
686,Kathmandu,NP,27.7167,85.3167,43.02,93,20,2.3,mist
687,Nalut,LY,30.3333,10.85,52.88,22,100,10.65,overcast clouds
688,Genhe,CN,50.7833,121.5167,8.69,62,44,4.41,scattered clouds
689,Limbang,MY,4.75,115.0,86.11,61,100,2.98,overcast clouds
690,Tezu,IN,27.9167,96.1667,59.32,79,75,1.95,broken clouds
691,Pendleton,US,45.6721,-118.7886,46.9,82,53,8.01,broken clouds
692,Jorpeland,NO,59.0225,6.0408,40.14,80,100,24.14,overcast clouds
693,Ongandjera,NA,-17.8833,15.0667,70.39,47,100,6.53,overcast clouds
694,Arlit,NE,18.7369,7.3853,59.07,18,0,9.8,clear sky
695,Muskogee,US,35.5834,-95.3336,36.14,80,0,8.05,clear sky
696,Pangnirtung,CA,66.1451,-65.7125,-33.32,95,100,5.57,overcast clouds
697,Marsa Matruh,EG,31.3525,27.2453,53.55,64,0,11.68,clear sky
698,Nizhniy Kuranakh,RU,58.8353,125.4869,0.84,91,100,2.59,overcast clouds
699,Oga,IT,46.4631,10.347,24.69,36,5,2.64,clear sky
700,Mehamn,NO,71.0357,27.8492,21.88,87,82,18.25,broken clouds
701,Aksarka,RU,66.5606,67.7975,-21.6,100,73,3.71,broken clouds
702,Saint-Francois,FR,46.4154,3.9054,36.41,86,0,6.91,clear sky
703,Taoudenni,ML,22.6783,-3.9836,66.13,12,99,9.91,overcast clouds
704,Baracoa,CU,20.3467,-74.4958,74.68,80,64,13.15,broken clouds
705,Kailua,US,21.4022,-157.7394,80.58,78,9,3.0,clear sky
706,Magnitogorsk,RU,53.4186,59.0472,9.43,85,75,11.18,broken clouds
707,Boulder,US,40.0833,-105.3505,32.32,43,0,1.99,clear sky
708,Breyten,ZA,-26.3018,29.987,53.62,92,100,11.63,overcast clouds
709,Lapua,FI,62.9693,23.0088,29.08,94,7,7.07,clear sky
710,Stromness,GB,58.965,-3.296,34.05,65,100,31.54,light snow
